             t,             x,             y,             z,       particle
    7.979974969,     6.68156701,    6.328781536,    25.28795112,              0
    7.989987484,    6.646288463,    6.443774902,      25.023235,              0
              8,    6.626037107,    6.574058123,    24.77153121,              0
              0,    5.927431151,    12.40356691,   -1.035119188,              1
  0.01001251564,    6.575044727,    14.18024198,  -0.2070348277,              1
  0.02002503129,    7.335564452,     16.0705535,   0.8245527812,              1
  0.03003754693,    8.209063357,    18.07385492,    2.115658788,              1
  0.04005006258,    9.195542513,    20.17464868,    3.734218896,              1
  0.05006257822,    10.29345313,    22.33828177,    5.760078172,              1
  0.06007509387,    11.49793599,    24.50570109,    8.282940873,              1
  0.07008760951,     12.7987125,     26.5879301,    11.39670268,              1
  0.08010012516,    14.17763426,    28.46160835,    15.18810739,              1
   0.0901126408,    15.60603167,    29.96784203,    19.71760185,              1
   0.1001251564,    17.04221271,     30.9175024,    24.99135461,              1
   0.1101376721,    18.42974168,    31.10638442,     30.9266799,              1
   0.1201501877,    19.69740595,    30.34236868,    37.31916937,              1
   0.1301627034,    20.76190222,     28.4830924,    43.82720073,              1
    0.140175219,    21.53402124,    25.47693595,    49.99291921,              1
   0.1501877347,    21.92831271,     21.3947984,    55.31069065,              1
   0.1602002503,    21.87496128,    16.43915352,    59.33199309,              1
    0.170212766,     21.3313805,    10.92282911,    61.77095699,              1
   0.1802252816,    20.29052537,    5.220861841,    62.56753867,              1
   0.1902377972,    18.78355901,  -0.2912139603,    61.88479179,              1
   0.2002503129,    16.87608172,   -5.295310931,     60.0488228,              1
   0.2102628285,    14.65894245,   -9.570568251,     57.4617833,              1
   0.2202753442,    12.23599138,   -13.00784201,    54.51979519,              1
   0.2302878598,    9.711608042,   -15.60001223,     51.5556085,              1
   0.2403003755,    7.180446014,   -17.41560227,    48.81126711,              1
   0.2503128911,    4.720841186,   -18.56599606,    46.43586552,              1
   0.2603254068,    2.392157462,   -19.17546561,    44.49908678,              1
   0.2703379224,   0.2353951547,   -19.35959741,     43.0113107,              1
    0.280350438,   -1.724104101,   -19.21359662,     41.9436062,              1
   0.2903629537,   -3.473053353,   -18.80897687,    41.24404637,              1
   0.3003754693,   -5.006645705,   -18.19585259,    40.84933939,              1
    0.310387985,   -6.325566394,   -17.40808426,    40.69231217,              1
   0.3204005006,    -7.43381818,   -16.46920721,    40.70640218,              1
   0.3304130163,   -8.337357083,   -15.39785697,    40.82832571,              1
   0.3404255319,   -9.043407071,   -14.21202484,      40.999815,              1
   0.3504380476,   -9.560268848,   -12.93188594,    41.16896859,              1
   0.3604505632,   -9.897430557,    -11.5811902,    41.29145132,              1
   0.3704630788,   -10.06580652,   -10.18736018,     41.3315547,              1
   0.3804755945,   -10.07796189,   -8.780544541,    41.26299601,              1
   0.3904881101,   -9.948220152,   -7.391949022,     41.0692884,              1
   0.4005006258,   -9.692593039,   -6.051807276,    40.74354315,              1
   0.4105131414,   -9.328514463,   -4.787352528,    40.28764694,              1
   0.4205256571,   -8.874398269,   -3.621103542,    39.71086445,              1
   0.4305381727,   -8.349068796,   -2.569689286,     39.0280185,              1
   0.4405506884,   -7.771130845,   -1.643321952,    38.25746894,              1
    0.450563204,   -7.158349956,  -0.8459103188,    37.41913137,              1
   0.4605757196,   -6.527105992,  -0.1757079966,    36.53274618,              1
   0.4705882353,   -5.891966193,   0.3736700031,    35.61654161,              1
   0.4806007509,   -5.265402573,   0.8120480595,    34.68635141,              1
   0.4906132666,    -4.65765751,     1.15147652,    33.75517165,              1
   0.5006257822,   -4.076744107,    1.405131523,    32.83308539,              1
   0.5106382979,   -3.528556544,    1.586405616,    31.92745591,              1
   0.5206508135,   -3.017060328,    1.708220217,    31.04328494,              1
   0.5306633292,   -2.544532273,    1.782555166,    30.18364584,              1
   0.5406758448,    -2.11182353,    1.820168133,    29.35012356,              1
   0.5506883605,   -1.718624363,     1.83046605,    28.54321707,              1
   0.5607008761,   -1.363715322,    1.821489111,    27.76268054,              1
   0.5707133917,   -1.045194879,    1.799971721,    27.00779533,              1
   0.5807259074,  -0.7606782187,    1.771451154,    26.27757531,              1
    0.590738423,  -0.5074652815,    1.740401664,    25.57091375,              1
   0.6007509387,  -0.2826785869,    1.710378131,    24.88668248,              1
   0.6107634543, -0.08337291512,    1.684158548,     24.2237944,              1
     0.62077597,  0.09338023116,    1.663878701,    23.58123916,              1
   0.6307884856,   0.2504300781,    1.651155253,    22.95810019,              1
   0.6408010013,   0.3905025957,    1.647195491,     22.3535598,              1
   0.6508135169,   0.5161718852,    1.652893314,    21.76689694,              1
   0.6608260325,   0.6298440281,    1.668911893,    21.19748129,              1
   0.6708385482,   0.7337508145,     1.69575393,    20.64476588,              1
   0.6808510638,   0.8299511261,    1.733820717,    20.10827986,              1
   0.6908635795,   0.9203380851,    1.783461304,    19.58762229,              1
   0.7008760951,    1.006650407,    1.845013139,    19.08245752,              1
   0.7108886108,     1.09048668,    1.918835431,    18.59251232,              1
   0.7209011264,    1.173321555,    2.005336458,    18.11757504,              1
   0.7309136421,    1.256523046,    2.104995899,    17.65749669,              1
   0.7409261577,    1.341370331,    2.218383133,    17.21219411,              1
   0.7509386733,    1.429071611,    2.346172333,    16.78165522,              1
    0.760951189,    1.520781683,    2.489155021,    16.36594648,              1
   0.7709637046,    1.617619017,    2.648250611,    15.96522278,              1
   0.7809762203,    1.720682176,    2.824515321,    15.57973993,              1
   0.7909887359,    1.831065491,    3.019149669,    15.20987019,              1
   0.8010012516,    1.949873909,    3.233504605,    14.85612119,              1
   0.8110137672,    2.078236978,    3.469086153,    14.51915894,              1
   0.8210262829,    2.217321896,     3.72755822,    14.19983531,              1
   0.8310387985,    2.368345528,    4.010742988,    13.89922113,              1
   0.8410513141,    2.532585274,    4.320618017,    13.61864543,              1
   0.8510638298,    2.711388548,    4.659308841,    13.35974213,              1
   0.8610763454,    2.906180578,    5.029075401,    13.12450517,              1
   0.8710888611,     3.11847006,    5.432290135,     12.9153532,              1
   0.8811013767,    3.349852068,    5.871404916,    12.73520517,              1
   0.8911138924,    3.602007352,    6.348903245,    12.58756778,              1
    0.901126408,    3.876696942,    6.867233197,    12.47663562,              1
   0.9111389237,    4.175750567,    7.428715558,    12.40740415,              1
   0.9211514393,    4.501047066,    8.035420435,    12.38579486,              1
   0.9311639549,    4.854484403,    8.689004397,    12.41878998,              1
   0.9411764706,    5.237936402,    9.390499107,    12.51457207,              1
   0.9511889862,    5.653192673,    10.14004165,    12.68265966,              1
   0.9612015019,     6.10187757,    10.93653669,    12.93402496,              1
   0.9712140175,    6.585343482,    11.77724206,     13.2811722,              1
   0.9812265332,     7.10453334,    12.65727282,    13.73814508,              1
   0.9912390488,    7.659807288,    13.56902599,    14.32041925,              1
    1.001251564,    8.250729159,    14.50154009,    15.04462081,              1
     1.01126408,    8.875810252,    15.43982209,    15.92799573,              1
    1.021276596,    9.532211436,    16.36420075,    16.98754169,              1
    1.031289111,    10.21541037,    17.24979962,    18.23870837,              1
    1.041301627,    10.91884929,    18.06626344,    19.69358504,              1
    1.051314143,    11.63359071,    18.77791188,    21.35853832,              1
    1.061326658,    12.34802282,    19.34452301,    23.23135344,              1
    1.071339174,    13.04767284,    19.72294698,    25.29808156,              1
     1.08135169,    13.71520026,    19.86969644,    27.52999987,              1
    1.091364205,    14.33064988,     19.7445319,    29.88131975,              1
    1.101376721,    14.87203808,    19.31485288,    32.28845764,              1
    1.111389237,    15.31631956,     18.5604398,    34.67170194,              1
    1.121401752,    15.64073158,    17.47782961,    36.93985137,              1
    1.131414268,    15.82444138,    16.08344464,    38.99781409,              1
    1.141426783,    15.85034171,    14.41462826,    40.75633362,              1
    1.151439299,    15.70677036,    12.52802688,    42.14220781,              1
    1.161451815,    15.38889602,    10.49526237,    43.10693503,              1
     1.17146433,    14.89953265,    8.396433044,    43.63191425,              1
    1.181476846,    14.24922269,    6.312482155,    43.72913656,              1
    1.191489362,    13.45554864,    4.317718982,    43.43744636,              1
    1.201501877,    12.54176567,    2.473696558,    42.81549107,              1
    1.211514393,    11.53495876,   0.8252832941,     41.9330743,              1
    1.221526909,    10.46399121,  -0.6007576852,    40.86266266,              1
    1.231539424,    9.357516324,   -1.794885849,    39.67238385,              1
     1.24155194,    8.242276107,   -2.762180583,      38.421229,              1
    1.251564456,    7.141830438,   -3.518774162,    37.15656569,              1
    1.261576971,    6.075769978,   -4.088048107,    35.91362857,              1
    1.271589487,    5.059388169,   -4.497153482,    34.71643085,              1
    1.281602003,    4.103734004,   -4.774190538,    33.57950462,              1
    1.291614518,     3.21594155,   -4.946170374,    32.50996573,              1
    1.301627034,    2.399730358,   -5.037723175,    31.50954279,              1
    1.311639549,    1.655985004,   -5.070426404,    30.57635575,              1
    1.321652065,   0.9833438635,   -5.062593134,     29.7063497,              1
    1.331664581,   0.3787501637,   -5.029366978,    28.89437208,              1
    1.341677096,  -0.1620615505,   -4.982997014,    28.13492983,              1
    1.351689612,  -0.6441550968,   -4.933199308,    27.42268447,              1
    1.361702128,   -1.073059518,   -4.887542524,    26.75274715,              1
    1.371714643,   -1.454507819,   -4.851819784,     26.1208301,              1
    1.381727159,   -1.794239015,   -4.830386655,    25.52330117,              1
    1.391739675,   -2.097853779,   -4.826456815,    24.95717734,              1
     1.40175219,   -2.370714083,   -4.842353894,    24.42008351,              1
    1.411764706,   -2.617878064,    -4.87972182,    23.91019464,              1
    1.421777222,   -2.844062439,     -4.9396977,    23.42617329,              1
    1.431789737,   -3.053625966,     -5.0230518,    22.96710997,              1
    1.441802253,   -3.250568549,   -5.130299059,    22.53247028,              1
    1.451814768,     -3.4385416,   -5.261786143,    22.12205101,              1
    1.461827284,   -3.620866054,   -5.417757476,     21.7359456,              1
      1.4718398,   -3.800555196,   -5.598403108,    21.37451865,              1
    1.481852315,   -3.980339988,   -5.803890751,    21.03838884,              1
    1.491864831,   -4.162695064,   -6.034383762,    20.72841902,              1
    1.501877347,   -4.349863934,   -6.290046412,     20.4457124,              1
    1.511889862,   -4.543882182,   -6.571037334,    20.19161364,              1
    1.521902378,   -4.746597697,   -6.877491621,    19.96771353,              1
    1.531914894,   -4.959687089,   -7.209491734,    19.77585605,              1
    1.541927409,   -5.184667554,   -7.567027018,    19.61814618,              1
    1.551939925,     -5.4229035,   -7.949941382,    19.49695706,              1
    1.561952441,   -5.675607288,   -8.357868559,    19.41493447,              1
    1.571964956,   -5.943833415,    -8.79015425,     19.3749964,              1
    1.581977472,   -6.228465499,   -9.245764602,    19.38032497,              1
    1.591989987,   -6.530195409,   -9.723180783,     19.4343475,              1
    1.602002503,   -6.849493947,   -10.22028001,    19.54070278,              1
    1.612015019,   -7.186572553,   -10.73420441,    19.70318811,              1
    1.622027534,   -7.541335738,   -11.26122052,    19.92568202,              1
     1.63204005,   -7.913324216,   -11.79657432,    20.21203721,              1
    1.642052566,   -8.301649227,   -12.33434911,    20.56593814,              1
    1.652065081,   -8.704919215,   -12.86733717,    20.99071811,              1
    1.662077597,   -9.121161011,   -13.38693939,    21.48913183,              1
    1.672090113,   -9.547738849,   -13.88311154,    22.06308181,              1
    1.682102628,   -9.981276118,   -14.34437927,     22.7133002,              1
    1.692115144,   -10.41758643,   -14.75794686,    23.43899335,              1
     1.70212766,   -10.85162248,   -15.10992566,    24.23746264,              1
    1.712140175,   -11.27745279,   -15.38570534,    25.10372402,              1
    1.722152691,   -11.68827805,   -15.57048449,    26.03015789,              1
    1.732165207,   -12.07649869,   -15.64996409,    27.00623038,              1
    1.742177722,   -12.43384523,   -15.61118872,    28.01833487,              1
    1.752190238,   -12.75157958,   -15.44349649,    29.04980615,              1
    1.762202753,   -13.02077127,   -15.13951131,    30.08115715,              1
    1.772215269,   -13.23264528,    -14.6960858,    31.09057637,              1
    1.782227785,   -13.37898933,   -14.11508367,    32.05470226,              1
      1.7922403,   -13.45259876,   -13.40388491,    32.94965878,              1
    1.802252816,   -13.44772738,   -12.57550912,    33.75229655,              1
    1.812265332,   -13.36050555,   -11.64828536,    34.44154344,              1
    1.822277847,   -13.18928353,    -10.6450486,    34.99973337,              1
    1.832290363,   -12.93486004,   -9.591906443,    35.41376369,              1
    1.842302879,   -12.60056468,   -8.516683936,    35.67593555,              1
    1.852315394,   -12.19217661,   -7.447206766,     35.7843634,              1
     1.86232791,   -11.71767962,   -6.409610805,    35.74289459,              1
    1.872340426,   -11.18687274,   -5.426863118,    35.56054987,              1
    1.882352941,   -10.61087178,   -4.517644991,    35.25056525,              1
    1.892365457,    -10.0015491,    -3.69568912,    34.82916966,              1
    1.902377972,   -9.370963102,   -2.969593322,    34.31426086,              1
    1.912390488,   -8.730826124,   -2.343066953,    33.72413805,              1
    1.922403004,   -8.092050207,   -1.815516145,    33.07641929,              1
    1.932415519,     -7.4643968,   -1.382847258,    32.38722394,              1
    1.942428035,   -6.856241846,   -1.038365491,    31.67064875,              1
    1.952440551,   -6.274454211,  -0.7736623494,    30.93852126,              1
    1.962453066,   -5.724375025,  -0.5794140171,    30.20038343,              1
    1.972465582,   -5.209878924,  -0.4460442071,    29.46364325,              1
    1.982478098,   -4.733495452,  -0.3642335193,     28.7338307,              1
    1.992490613,   -4.296569259,  -0.3252789933,    28.01490279,              1
    2.002503129,   -3.899440232,  -0.3213213629,    27.30955528,              1
    2.012515645,   -3.541628345,  -0.3454642952,    26.61951247,              1
     2.02252816,    -3.22201194,  -0.3918113609,    25.94577919,              1
    2.032540676,   -2.938991882,  -0.4554445496,    25.28884857,              1
    2.042553191,   -2.690637149,  -0.5323644691,    24.64886574,              1
    2.052565707,   -2.474809881,  -0.6194081371,    24.02575192,              1
    2.062578223,   -2.289269707,  -0.7141562413,    23.41929489,              1
    2.072590738,    -2.13175836,  -0.8148382623,    22.82921272,              1
    2.082603254,    -2.00006635,  -0.9202410705,    22.25519689,              1
     2.09261577,   -1.892083822,   -1.029624481,    21.69694054,              1
    2.102628285,   -1.805837888,   -1.142645704,    21.15415606,              1
    2.112640801,    -1.73951867,    -1.25929355,    20.62658585,              1
    2.122653317,   -1.691496158,    -1.37983249,    20.11400867,              1
    2.132665832,   -1.660329791,   -1.504756244,    19.61624361,              1
    2.142678348,   -1.644772436,    -1.63475022,    19.13315308,              1
    2.152690864,   -1.643770215,   -1.770662026,    18.66464566,              1
    2.162703379,   -1.656459396,   -1.913479168,    18.21067953,              1
    2.172715895,   -1.682161373,   -2.064313055,    17.77126699,              1
    2.182728411,   -1.720376541,    -2.22438843,    17.34648023,              1
    2.192740926,    -1.77077773,   -2.395037418,    16.93645879,              1
    2.202753442,   -1.833203699,   -2.577697397,    16.54141886,              1
    2.212765957,   -1.907653069,   -2.773911959,    16.16166469,              1
    2.222778473,   -1.994278958,   -2.985334242,    15.79760241,              1
    2.232790989,   -2.093384486,   -3.213731941,    15.44975661,              1
    2.242803504,   -2.205419232,   -3.460993258,    15.11878999,              1
     2.25281602,   -2.330976634,   -3.729133016,    14.80552667,              1
    2.262828536,   -2.470792273,   -4.020298053,    14.51097953,              1
    2.272841051,   -2.625742851,   -4.336770841,    14.23638219,              1
    2.282853567,    -2.79684565,   -4.680970052,    13.98322634,              1
    2.292866083,    -2.98525809,   -5.055446484,    13.75330488,              1
    2.302878598,   -3.192276929,   -5.462872324,    13.54876168,              1
    2.312891114,   -3.419336469,   -5.906021201,     13.3721483,              1
     2.32290363,   -3.668004942,   -6.387735791,    13.22648816,              1
    2.332916145,   -3.939978027,     -6.9108789,    13.11534816,              1
    2.342928661,   -4.237068114,   -7.478262944,    13.04291728,              1
    2.352941176,   -4.561187597,   -8.092551567,    13.01409092,              1
    2.362953692,   -4.914323994,   -8.756125833,    13.03455848,              1
    2.372966208,   -5.298504178,   -9.470906109,     13.1108903,              1
    2.382978723,   -5.715744371,   -10.23811948,    13.25061742,              1
    2.392991239,   -6.167981882,   -11.05800175,    13.46229488,              1
    2.403003755,   -6.656983869,   -11.92942312,     13.7555351,              1
     2.41301627,   -7.184227794,   -12.84942806,    14.14099307,              1
    2.423028786,    -7.75074782,   -13.81268424,    14.63027915,              1
    2.433041302,   -8.356941462,   -14.81084291,    15.23576851,              1
    2.443053817,   -9.002331607,   -15.83182655,    15.97027018,              1
    2.453066333,   -9.685281101,   -16.85907976,    16.84651281,              1
    2.463078849,   -10.40266097,   -17.87084757,    17.87640267,              1
    2.473091364,   -11.14947963,   -18.83958224,    19.07001322,              1
     2.48310388,   -11.91848989,    -19.7316218,    20.43428002,              1
    2.493116395,   -12.69980308,   -20.50732594,    21.97140353,              1
    2.503128911,   -13.48055537,   -21.12188447,    23.67700994,              1
    2.513141427,   -14.24468828,   -21.52701372,    25.53818918,              1
    2.523153942,   -14.97292082,   -21.67370505,    27.53161708,              1
    2.533166458,   -15.64299924,   -21.51606759,    29.62206562,              1
    2.543178974,   -16.23030608,   -21.01610624,    31.76169158,              1
    2.553191489,   -16.70888609,    -20.1490126,     33.8905368,              1
    2.563204005,   -17.05289875,   -18.90826915,    35.93863445,              1
    2.573216521,   -17.23843579,   -17.30965604,    37.82995677,              1
    2.583229036,   -17.24555781,   -15.39319913,     39.4881441,              1
    2.593241552,   -17.06032194,   -13.22227948,    40.84354568,              1
    2.603254068,    -16.6765177,   -10.87955416,    41.84066112,              1
    2.613266583,   -16.09682134,   -8.459949764,    42.44473109,              1
    2.623279099,   -15.33313418,   -6.061641797,    42.64614074,              1
    2.633291615,   -14.40598495,    -3.77644286,    42.46157844,              1
     2.64330413,   -13.34303074,   -1.681224931,    41.93152979,              1
    2.653316646,   -12.17685016,   0.1681930219,    41.11452617,              1
    2.663329161,   -10.94234584,     1.73981957,    40.07933672,              1
    2.673341677,   -9.674129298,    3.024820807,    38.89671727,              1
    2.683354193,   -8.404234287,    4.034035048,    37.63226516,              1
    2.693366708,   -7.160407354,    4.792784029,     36.3414338,              1
    2.703379224,   -5.965088216,    5.335207053,    35.06706543,              1
     2.71339174,   -4.835058689,    5.699126913,    33.83917195,              1
    2.723404255,   -3.781640129,    5.922054281,    32.67631405,              1
    2.733416771,   -2.811270688,    6.038522613,    31.58783382,              1
    2.743429287,   -1.926291358,    6.078638299,     30.5763109,              1
    2.753441802,   -1.125798392,    6.067570322,     29.6398206,              1
    2.763454318,  -0.4064615205,    6.025667803,    28.77378051,              1
    2.773466834,   0.2367514118,    5.968934193,    27.97232893,              1
    2.783479349,     0.80996969,    5.909657654,    27.22927286,              1
    2.793491865,    1.319938486,    5.857068208,    26.53868621,              1
     2.80350438,    1.773651459,     5.81794903,    25.89524785,              1
    2.813516896,    2.178081216,     5.79716864,    25.29439998,              1
    2.823529412,    2.539989958,    5.798124856,    24.73239127,              1
    2.833541927,    2.865803448,    5.823104423,    24.20625212,              1
    2.843554443,    3.161533545,     5.87356806,    23.71373509,              1
    2.853566959,    3.432736997,    5.950372317,    23.25324181,              1
    2.863579474,    3.684500529,    6.053939136,    22.82374949,              1
     2.87359199,     3.92144439,    6.184382586,    22.42474438,              1
    2.883604506,    4.147738209,    6.341600543,    22.05616553,              1
    2.893617021,    4.367124443,    6.525337478,    21.71835986,              1
    2.903629537,    4.582945746,    6.735223142,    21.41204812,              1
    2.913642053,    4.798173486,     6.97079075,    21.13830038,              1
    2.923654568,    5.015435212,    7.231477378,    20.89851908,              1
    2.933667084,    5.237039429,    7.516608548,     20.6944277,              1
    2.943679599,    5.464996341,     7.82536846,    20.52806234,              1
    2.953692115,    5.701033553,    8.156756965,    20.40176399,              1
    2.963704631,    5.946605894,    8.509534169,    20.31816809,              1
    2.973717146,    6.202898721,    8.882153595,    20.28018851,              1
    2.983729662,    6.470824209,    9.272684983,    20.29099173,              1
    2.993742178,    6.751010286,    9.678728312,    20.35395725,              1
    3.003754693,    7.043782089,    10.09732134,    20.47261897,              1
    3.013767209,    7.349136014,    10.52484404,    20.65058231,              1
    3.023779725,    7.666706816,    10.95692468,    20.89141109,              1
     3.03379224,    7.995728603,    11.38835421,    21.19847847,              1
    3.043804756,    8.334991164,    11.81301732,    21.57477662,              1
    3.053817272,    8.682793779,    12.22385125,    22.02268158,              1
    3.063829787,    9.036899525,      12.612845,     22.5436725,              1
    3.073842303,    9.394494073,    12.97109363,    23.13800861,              1
    3.083854819,    9.752154029,    13.28892265,    23.80437405,              1
    3.093867334,    10.10583089,    13.55609683,    24.53950825,              1
     3.10387985,    10.45085749,    13.76212406,    25.33784955,              1
    3.113892365,    10.78198414,    13.89665871,    26.19122948,              1
    3.123904881,     11.0934516,    13.94999936,    27.08866415,              1
    3.133917397,    11.37910638,    13.91366282,    28.01629405,              1
    3.143929912,    11.63256202,     13.7810017,    28.95752247,              1
    3.153942428,    11.84740599,    13.54781783,    29.89339205,              1
    3.163954944,    12.01744717,    13.21291122,    30.80321808,              1
    3.173967459,    12.13699358,    12.77849833,    31.66546587,              1
    3.183979975,    12.20114405,    12.25043555,    32.45882227,              1
    3.193992491,     12.2060732,    11.63819717,    33.16337381,              1
    3.204005006,     12.1492856,    10.95458143,    33.76177499,              1
    3.214017522,    12.02981518,    10.21514925,    34.24027791,              1
    3.224030038,    11.84834859,    9.437435497,    34.58950307,              1
    3.234042553,    11.60725728,    8.640003267,    34.80486262,              1
    3.244055069,    11.31053188,    7.841433138,    34.88659422,              1
    3.254067584,      10.963622,    7.059346984,    34.83941815,              1
      3.2640801,     10.5731945,    6.309558115,     34.6718797,              1
    3.274092616,    10.14683086,    5.605418628,    34.39547458,              1
    3.284105131,     9.69268964,    4.957405322,     34.0236711,              1
    3.294117647,    9.219161208,    4.372953293,    33.57093925,              1
    3.304130163,    8.734540417,      3.8565173,    33.05187714,              1
    3.314142678,    8.246738105,    3.409819257,    32.48049624,              1
    3.324155194,     7.76304622,    3.032228065,    31.86969593,              1
     3.33416771,    7.289964405,     2.72121523,    31.23092935,              1
    3.344180225,    6.833089487,     2.47283466,    30.57404204,              1
    3.354192741,    6.397064005,     2.28218497,    29.90725166,              1
    3.364205257,    5.985576101,    2.143824808,    29.23723182,              1
    3.374217772,    5.601400972,    2.052123806,    28.56926403,              1
    3.384230288,    5.246473255,    2.001542172,    27.90742625,              1
    3.394242804,    4.921980147,    1.986839887,    27.25479329,              1
    3.404255319,    4.628466121,     2.00322181,    26.61363131,              1
    3.414267835,     4.36594169,    2.046427936,    25.98557531,              1
     3.42428035,    4.133990314,    2.112779239,    25.37178354,              1
    3.434292866,    3.931869207,    2.199189309,    24.77306706,              1
    3.444305382,    3.758601217,    2.303151093,    24.18999523,              1
    3.454317897,    3.613056205,    2.422706633,    23.62297947,              1
    3.464330413,    3.494021248,    2.556406248,    23.07233877,              1
    3.474342929,    3.400259748,    2.703262135,    22.53835026,              1
    3.484355444,    3.330559986,    2.862700099,    22.02128839,              1
     3.49436796,    3.283773998,    3.034512006,    21.52145566,              1
    3.504380476,    3.258847798,    3.218810664,     21.0392076,              1
    3.514392991,    3.254844085,    3.415988073,    20.57497421,              1
    3.524405507,    3.270958484,    3.626677448,    20.12927955,              1
    3.534418023,     3.30653038,    3.851718939,      19.702761,              1
    3.544430538,    3.361049236,    4.092128613,    19.29618931,              1
    3.554443054,    3.434157174,    4.349069983,    18.91049029,              1
    3.564455569,    3.525648455,    4.623827118,    18.54676909,              1
    3.574468085,    3.635466321,    4.917778137,    18.20633739,              1
    3.584480601,    3.763697503,    5.232367692,    17.89074422,              1
    3.594493116,    3.910564522,    5.569076822,    17.60181063,              1
    3.604505632,    4.076415752,    5.929388323,    17.34166849,              1
    3.614518148,    4.261713009,    6.314745518,    17.11280333,              1
    3.624530663,     4.46701626,    6.726502061,    16.91810105,              1
    3.634543179,     4.69296484,     7.16586011,    16.76089765,              1
    3.644555695,    4.940254367,    7.633793925,    16.64503073,              1
     3.65456821,    5.209608323,    8.130955772,    16.57489057,              1
    3.664580726,    5.501743068,    8.657560878,    16.55546749,              1
    3.674593242,    5.817324849,    9.213248348,    16.59239043,              1
    3.684605757,    6.156917199,    9.796915403,    16.69195008,              1
    3.694618273,    6.520917019,    10.40652336,    16.86109677,              1
    3.704630788,    6.909477653,    11.03887559,    17.10740077,              1
    3.714643304,    7.322417446,    11.68937061,    17.43895857,              1
     3.72465582,    7.759112762,    12.35173779,    17.86422535,              1
    3.734668335,    8.218375265,    13.01776921,    18.39175022,              1
    3.744680851,     8.69831466,    13.67706904,    19.02978851,              1
    3.754693367,    9.196190098,    14.31685166,    19.78576611,              1
    3.764705882,    9.708256254,    14.92183036,    20.66557576,              1
    3.774718398,    10.22961366,    15.47424929,    21.67269776,              1
    3.784730914,    10.75407723,    15.95411913,    22.80715975,              1
    3.794743429,    11.27408142,    16.33971879,    24.06438433,              1
    3.804755945,    11.78064515,    16.60841656,    25.43401917,              1
    3.814768461,     12.2634223,    16.73783998,    26.89889811,              1
    3.824780976,    12.71086406,    16.70738093,    28.43433289,              1
    3.834793492,    13.11051575,    16.49996218,    30.00796797,              1
    3.844806008,    13.44946039,    16.10391893,    31.58042345,              1
    3.854818523,    13.71490625,    15.51477896,    33.10688412,              1
    3.864831039,    13.89489352,    14.73667596,    34.53965709,              1
    3.874843554,    13.97907176,    13.78312493,    35.83153062,              1
     3.88485607,    13.95947708,    12.67694068,    36.93956232,              1
    3.894868586,    13.83122344,    11.44919205,     37.8287669,              1
    3.904881101,     13.5930203,    10.13723859,    38.47512159,              1
    3.914893617,    13.24744213,    8.782058452,     38.8673946,              1
    3.924906133,    12.80090376,    7.425206903,    39.00751492,              1
    3.934918648,    12.26333408,    6.105808829,    38.90948294,              1
    3.944931164,    11.64758155,    4.857970422,    38.59708958,              1
     3.95494368,    10.96862044,    3.708902595,    38.10089575,              1
    3.964956195,    10.24264865,    2.677908046,    37.45498678,              1
    3.974968711,    9.486174593,    1.776232571,    36.69396375,              1
    3.984981227,    8.715180391,    1.007653507,    35.85050026,              1
    3.994993742,    7.944427703,   0.3695969311,     34.9536306,              1
    4.005006258,    7.186944626,  -0.1454527253,    34.02778448,              1
    4.015018773,     6.45370489,  -0.5484688046,    33.09247403,              1
    4.025031289,    5.753487521,  -0.8524940417,    32.16247783,              1
    4.035043805,    5.092889365,   -1.071456827,    31.24835117,              1
     4.04505632,    4.476454746,   -1.219243352,    30.35710687,              1
    4.055068836,    3.906884936,   -1.309030957,    29.49294421,              1
    4.065081352,    3.385293347,   -1.352857494,    28.65794127,              1
    4.075093867,    2.911478262,   -1.361385557,    27.85266124,              1
    4.085106383,     2.48419188,   -1.343815765,    27.07665073,              1
    4.095118899,    2.101391116,   -1.307905953,    26.32882778,              1
    4.105131414,    1.760461409,   -1.260059685,    25.60776904,              1
     4.11514393,      1.4584093,    -1.20545534,    24.91191158,              1
    4.125156446,    1.192022836,   -1.148194625,    24.23968649,              1
    4.135168961,   0.9580010897,   -1.091455779,    23.58960076,              1
    4.145181477,   0.7530554028,   -1.037641918,    22.96028179,              1
    4.155193992,   0.5739856707,  -0.9885187073,    22.35049616,              1
    4.165206508,   0.4177352329,  -0.9453383339,     21.7591518,              1
    4.175219024,   0.2814278762,   -0.908948533,    21.18529017,              1
    4.185231539,   0.1623902353,  -0.8798866726,    20.62807324,              1
    4.195244055,   0.0581625445,  -0.8584596272,    20.08676838,              1
    4.205256571, -0.03349967267,  -0.8448106165,     19.5607333,              1
    4.215269086,  -0.1146307671,  -0.8389744001,    19.04940206,              1
    4.225281602,  -0.1870651304,  -0.8409223023,    18.55227282,              1
    4.235294118,  -0.2524508475,  -0.8505985267,    18.06889763,              1
    4.245306633,  -0.3122656155,  -0.8679491517,    17.59887411,              1
    4.255319149,  -0.3678339691,  -0.8929450933,    17.14183903,              1
    4.265331665,  -0.4203450815,  -0.9256001993,    16.69746348,              1
     4.27534418,  -0.4708705933,  -0.9659855104,    16.26544954,              1
    4.285356696,   -0.520382085,   -1.014240593,    15.84552819,              1
    4.295369212,  -0.5697679358,   -1.070582729,    15.43745837,              1
